user_id,age,occupation,city_type,commute_mode,commute_days_per_week,avg_commute_distance_km_per_day,weekly_commute_distance_km,monthly_flight_distance_km,monthly_ride_share_km,vehicle_ownership,estimated_monthly_transport_emissions_kg_co2e
U0861,25,Student,Semi-Urban,Metro/Subway,2,3.3,6.7,128.4,15.8,Shared,25.16
U0862,68,Homemaker,Urban,Motorcycle,4,13.5,53.9,91.8,4.4,Two-wheeler,48.3
U0863,36,Retired,Semi-Urban,Motorcycle,5,8.3,41.3,322.3,2.6,Two-wheeler,101.11
U0864,45,Freelancer,Metro,Car - solo,5,22.1,110.5,249.6,29.7,Car,161.2
U0865,54,Office Worker,Metro,Bus,5,23.2,116.2,113.2,2.5,Shared,63.71
U0866,37,Student,Metro,Metro/Subway,2,12.4,24.8,59.5,0.7,Shared,19.72
U0867,40,Business Traveler,Semi-Urban,Bus,4,8.7,34.7,123.4,1.2,Shared,45.09
U0868,26,Office Worker,Semi-Urban,Walking,7,0.5,3.5,32.8,2.2,None,8.77
U0869,33,Shop Owner,Semi-Urban,Motorcycle,6,19.3,115.7,102.8,23.8,Two-wheeler,82.37
U0870,34,Business Traveler,Urban,Car - solo,3,22.3,66.9,1554.6,54.8,Car,462.55
U0871,18,Student,Urban,Bus,2,25.6,51.2,234.3,9.1,Shared,81.23
U0872,30,Freelancer,Metro,Electric Train,4,15.0,60.1,24.5,20.4,Shared,15.72
U0873,25,Office Worker,Metro,Bus,4,10.7,42.6,17.1,0.0,Shared,20.79
U0874,18,Office Worker,Semi-Urban,Motorcycle,2,12.0,24.0,249.2,3.2,Two-wheeler,51.92
U0875,39,Remote Worker,Urban,Carpool,7,19.8,138.9,475.9,31.0,Shared,140.65
U0876,23,Freelancer,Semi-Urban,Bus,5,10.8,53.9,50.9,3.3,Shared,29.69
U0877,34,Remote Worker,Semi-Urban,Bus,5,5.0,25.2,58.1,1.8,Shared,19.53
U0878,40,Shop Owner,Urban,Bus,4,14.7,58.9,164.5,18.9,Shared,53.15
U0879,49,Business Traveler,Metro,Motorcycle,4,18.9,75.6,287.6,3.2,Two-wheeler,81.2
U0880,26,Student,Rural,Bus,4,2.4,9.6,448.7,11.9,Shared,79.14
U0881,18,Remote Worker,Metro,Walking,4,7.9,31.7,135.4,0.6,None,34.65
U0882,59,Shop Owner,Semi-Urban,Car - solo,5,11.0,55.0,8.1,39.7,Car,55.45
U0883,18,Student,Metro,Metro/Subway,2,16.0,31.9,163.0,0.6,Shared,32.34
U0884,26,Shop Owner,Metro,Cycling,3,13.4,40.3,69.9,0.9,None,18.0
U0885,33,Freelancer,Rural,Motorcycle,6,17.3,104.0,204.8,2.1,Two-wheeler,80.17
U0886,54,Student,Rural,Walking,2,0.5,1.1,140.6,0.6,None,23.03
U0887,34,Student,Semi-Urban,Cycling,5,2.8,13.9,227.1,1.1,None,37.22
U0888,32,Business Traveler,Metro,Motorcycle,5,17.0,84.8,804.2,0.5,Two-wheeler,169.02
U0889,40,Retired,Metro,Bus,4,23.3,93.0,38.6,1.0,Shared,45.87
U0890,45,Retired,Metro,Metro/Subway,4,3.3,13.1,110.0,5.6,Shared,21.32
U0891,18,Freelancer,Metro,Bus,6,7.7,46.3,187.1,0.6,Shared,48.44
U0892,46,Office Worker,Metro,Metro/Subway,4,14.3,57.3,359.5,12.5,Shared,71.17
U0893,52,Freelancer,Urban,Bus,5,3.5,17.4,170.7,1.3,Shared,34.79
U0894,38,Freelancer,Semi-Urban,Motorcycle,4,7.3,29.3,273.9,3.8,Two-wheeler,83.64
U0895,42,Freelancer,Metro,Car - solo,3,23.1,69.3,104.5,19.2,Car,78.38
U0896,20,Office Worker,Metro,Car - solo,6,24.2,145.2,56.0,2.9,Car,130.39
U0897,27,Freelancer,Urban,Car - solo,5,16.5,82.3,57.1,22.5,Car,82.04
U0898,38,Remote Worker,Semi-Urban,Carpool,7,12.3,85.9,193.3,10.2,Shared,68.81
U0899,42,Retired,Metro,Metro/Subway,6,0.7,4.1,120.3,1.5,Shared,20.62
U0900,45,Retired,Urban,Carpool,4,17.4,69.7,295.5,5.2,Shared,77.86
U0901,42,Homemaker,Urban,Car - solo,4,25.4,101.5,174.8,12.2,Car,131.32
U0902,37,Student,Semi-Urban,Metro/Subway,4,10.1,40.4,28.1,7.1,Shared,13.12
U0903,18,Student,Urban,Electric Train,4,7.2,28.6,4.1,0.2,Shared,4.42
U0904,34,Student,Urban,Bus,7,9.4,66.0,83.4,0.1,Shared,39.04
U0905,30,Business Traveler,Urban,Car - solo,5,15.6,77.8,262.8,10.8,Car,109.57
U0906,26,Business Traveler,Semi-Urban,Carpool,7,24.9,174.1,267.1,0.1,Shared,139.76
U0907,30,Office Worker,Rural,Motorcycle,3,23.7,71.1,28.1,7.0,Two-wheeler,40.23
U0908,18,Freelancer,Urban,Motorcycle,4,10.0,40.1,75.0,0.0,Two-wheeler,37.02
U0909,45,Office Worker,Urban,Bus,3,5.7,17.0,204.7,13.0,Shared,42.43
U0910,37,Shop Owner,Urban,Carpool,6,4.8,28.7,81.3,2.7,Shared,25.57
U0911,26,Remote Worker,Semi-Urban,Carpool,3,22.7,68.0,20.2,8.9,Shared,34.86
U0912,61,Shop Owner,Urban,Carpool,5,16.1,80.3,232.6,3.6,Shared,71.62
U0913,43,Student,Rural,Metro/Subway,5,9.6,48.0,302.5,1.5,Shared,85.92
U0914,18,Office Worker,Urban,Carpool,5,16.0,80.1,89.5,15.4,Shared,58.76
U0915,64,Shop Owner,Urban,Cycling,5,7.3,36.5,68.6,5.1,None,12.16
U0916,18,Retired,Semi-Urban,Motorcycle,2,17.4,34.8,20.0,0.0,Two-wheeler,18.76
U0917,18,Freelancer,Semi-Urban,Walking,5,6.3,31.7,363.8,18.3,None,62.81
U0918,26,Shop Owner,Metro,Metro/Subway,2,16.6,33.3,181.0,1.4,Shared,52.33
U0919,27,Student,Semi-Urban,Bus,4,10.7,42.8,1.6,0.9,Shared,16.94
U0920,18,Student,Urban,Metro/Subway,4,11.2,45.0,79.5,1.3,Shared,21.18
U0921,43,Shop Owner,Urban,Car - solo,6,20.5,123.2,120.0,0.6,Car,122.11
U0922,40,Freelancer,Urban,Motorcycle,5,20.0,100.0,165.8,6.6,Two-wheeler,88.16
U0923,44,Remote Worker,Metro,Walking,6,3.6,21.7,61.0,13.2,None,12.47
U0924,33,Shop Owner,Urban,Car - solo,5,22.7,113.3,172.7,8.9,Car,139.93
U0925,55,Business Traveler,Metro,Bus,3,7.0,21.1,176.7,5.4,Shared,54.24
U0926,37,Homemaker,Metro,Electric Train,7,10.4,72.7,76.1,1.9,Shared,22.2
U0927,55,Homemaker,Metro,Metro/Subway,6,15.6,93.8,58.2,1.3,Shared,26.38
U0928,33,Office Worker,Urban,Motorcycle,5,18.5,92.5,200.9,33.4,Two-wheeler,80.43
U0929,46,Shop Owner,Rural,Bus,6,2.6,15.8,250.1,4.0,Shared,47.6
U0930,39,Remote Worker,Metro,Cycling,4,8.2,33.0,101.9,1.7,None,26.3
U0931,34,Homemaker,Rural,Car - solo,5,11.9,59.6,71.5,16.2,Car,64.36
U0932,62,Business Traveler,Metro,Carpool,4,13.7,54.7,301.3,21.7,Shared,103.52
U0933,34,Freelancer,Urban,Car - solo,5,26.4,131.8,75.6,1.8,Car,122.2
U0934,42,Office Worker,Urban,Carpool,5,12.4,62.1,39.9,2.8,Shared,32.57
U0935,18,Office Worker,Semi-Urban,Carpool,4,19.1,76.2,292.8,34.1,Shared,112.57
U0936,30,Office Worker,Rural,Cycling,4,0.5,2.0,30.3,4.0,None,8.49
U0937,34,Homemaker,Semi-Urban,Car - solo,4,12.1,48.6,123.0,5.4,Car,61.44
U0938,22,Remote Worker,Semi-Urban,Cycling,6,2.7,16.0,138.8,1.3,None,35.65
U0939,49,Remote Worker,Urban,Walking,5,3.9,19.3,76.2,4.9,None,13.38
U0940,35,Office Worker,Urban,Bus,4,10.1,40.5,28.1,23.5,Shared,27.31
U0941,36,Remote Worker,Urban,Bus,4,1.2,4.9,160.0,22.0,Shared,32.2
U0942,22,Student,Semi-Urban,Metro/Subway,4,4.4,17.5,54.1,1.8,Shared,12.26
U0943,36,Office Worker,Rural,Carpool,4,16.4,65.4,73.9,7.5,Shared,40.41
U0944,27,Office Worker,Urban,Bus,5,10.8,54.1,131.8,7.6,Shared,55.93
U0945,24,Office Worker,Metro,Cycling,6,7.8,46.5,81.0,0.8,None,13.35
U0946,39,Homemaker,Urban,Bus,6,8.0,48.0,14.5,3.9,Shared,21.62
U0947,29,Freelancer,Metro,Metro/Subway,4,17.0,68.0,401.5,0.8,Shared,114.62
U0948,29,Office Worker,Urban,Metro/Subway,3,17.0,51.1,76.5,0.5,Shared,21.64
U0949,22,Office Worker,Metro,Metro/Subway,4,0.5,2.0,41.6,1.6,Shared,7.44
U0950,42,Shop Owner,Metro,Carpool,5,13.3,66.6,77.3,0.1,Shared,40.0
U0951,30,Office Worker,Urban,Metro/Subway,5,0.5,2.5,130.1,3.1,Shared,22.25
U0952,34,Freelancer,Semi-Urban,Bus,4,9.7,38.8,81.4,0.0,Shared,35.72
U0953,33,Student,Urban,Metro/Subway,3,9.3,27.9,10.7,0.0,Shared,7.7
U0954,43,Office Worker,Semi-Urban,Car - solo,7,14.5,101.7,157.3,5.7,Car,125.78
U0955,18,Remote Worker,Urban,Bus,3,11.6,34.9,6.3,7.4,Shared,16.48
U0956,19,Office Worker,Urban,Motorcycle,7,30.0,209.7,90.0,13.8,Two-wheeler,110.84
U0957,24,Remote Worker,Semi-Urban,Carpool,4,12.2,48.8,73.2,28.9,Shared,37.55
U0958,40,Shop Owner,Urban,Car - solo,5,13.5,67.7,161.0,3.7,Car,83.23
U0959,40,Remote Worker,Semi-Urban,Walking,5,11.3,56.4,76.1,16.0,None,15.47
U0960,31,Shop Owner,Semi-Urban,Car - solo,4,26.3,105.1,187.4,19.3,Car,138.83
U0961,42,Shop Owner,Urban,Carpool,5,19.6,98.2,9.8,8.5,Shared,44.52
U0962,25,Office Worker,Metro,Bus,5,7.7,38.3,63.1,1.0,Shared,25.22
U0963,18,Remote Worker,Rural,Bus,4,10.2,40.8,161.9,4.5,Shared,42.97
U0964,27,Student,Semi-Urban,Bus,5,9.6,48.1,17.4,8.7,Shared,23.03
U0965,20,Office Worker,Semi-Urban,Carpool,4,25.2,100.8,50.2,0.5,Shared,49.75
U0966,54,Homemaker,Metro,Metro/Subway,4,16.4,65.6,122.9,0.1,Shared,31.7
U0967,18,Student,Semi-Urban,Metro/Subway,2,0.5,1.0,189.5,1.6,Shared,31.37
U0968,34,Freelancer,Urban,Cycling,4,11.6,46.6,30.4,1.4,None,5.23
U0969,52,Business Traveler,Urban,Bus,5,15.3,76.6,111.5,8.6,Shared,49.35
U0970,20,Remote Worker,Semi-Urban,Bus,4,6.7,26.9,43.7,3.0,Shared,18.04
U0971,19,Office Worker,Urban,Car - solo,4,21.9,87.7,111.9,15.9,Car,94.19
U0972,29,Remote Worker,Semi-Urban,Carpool,3,10.7,32.2,218.1,1.4,Shared,49.05
U0973,30,Freelancer,Metro,Electric Train,5,4.1,20.3,334.5,0.2,Shared,57.2
U0974,18,Office Worker,Urban,Bus,3,15.1,45.2,41.9,2.5,Shared,24.71
U0975,26,Freelancer,Metro,Car - solo,3,22.0,66.1,78.8,18.5,Car,71.36
U0976,18,Remote Worker,Semi-Urban,Cycling,4,0.5,2.0,63.4,0.0,None,10.34
U0977,35,Remote Worker,Semi-Urban,Carpool,4,10.0,39.8,347.1,36.1,Shared,79.89
U0978,42,Shop Owner,Metro,Bus,4,0.6,2.6,14.5,0.0,Shared,3.37
U0979,39,Student,Metro,Cycling,4,0.5,2.0,158.5,3.3,None,41.06
U0980,40,Remote Worker,Rural,Carpool,3,29.2,87.6,281.4,72.4,Shared,95.79
U0981,36,Freelancer,Rural,Car - solo,3,17.6,52.7,19.9,7.0,Car,50.27
U0982,37,Retired,Metro,Car - solo,3,14.2,42.6,801.2,21.2,Car,170.08
U0983,48,Homemaker,Semi-Urban,Carpool,5,21.1,105.7,28.8,2.7,Shared,48.69
U0984,18,Freelancer,Semi-Urban,Bus,5,15.0,74.8,127.1,0.2,Shared,49.59
U0985,21,Remote Worker,Rural,Bus,5,8.0,40.0,144.7,0.2,Shared,39.06
U0986,47,Business Traveler,Semi-Urban,Motorcycle,5,17.0,84.9,93.2,10.0,Two-wheeler,63.54
U0987,19,Freelancer,Urban,Metro/Subway,3,9.7,29.1,51.0,1.1,Shared,13.69
U0988,45,Shop Owner,Metro,Metro/Subway,2,9.9,19.9,67.3,5.5,Shared,15.55
U0989,40,Retired,Semi-Urban,Carpool,5,22.9,114.3,91.2,0.2,Shared,70.28
U0990,47,Remote Worker,Metro,Carpool,5,15.1,75.7,55.1,58.3,Shared,51.32
U0991,49,Homemaker,Metro,Metro/Subway,3,8.8,26.3,190.4,0.4,Shared,35.77
U0992,61,Business Traveler,Urban,Car - solo,3,17.8,53.4,254.6,38.8,Car,116.74
U0993,25,Office Worker,Metro,Bus,6,13.1,78.6,163.9,2.7,Shared,72.61
U0994,51,Business Traveler,Urban,Car - solo,2,30.2,60.3,520.6,5.8,Car,136.12
U0995,21,Remote Worker,Metro,Carpool,5,17.4,86.9,5.3,0.1,Shared,36.61
U0996,28,Student,Urban,Metro/Subway,3,6.7,20.1,66.9,1.2,Shared,14.7
U0997,39,Office Worker,Semi-Urban,Motorcycle,4,22.5,89.8,88.3,14.0,Two-wheeler,57.14
U0998,42,Remote Worker,Metro,Carpool,6,6.8,41.1,44.7,12.5,Shared,26.58
U0999,29,Office Worker,Urban,Car - solo,5,27.5,137.7,118.1,28.6,Car,139.23
U1000,42,Office Worker,Urban,Car - solo,4,25.2,100.7,59.0,61.3,Car,110.54
