Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
North America (WB),WB_NA,2024,373976572,1166836,2232586,511257,3576973
North America (WB),WB_NA,2025,376066309,1155924,2192984,513939,3578044
North America (WB),WB_NA,2026,378057415,1127188,2147855,499266,3577844
North Macedonia,MKD,2009,906380,198835,489044,127099,237424
North Macedonia,MKD,2010,992655,175342,429253,99576,249472
North Macedonia,MKD,2011,984224,188386,463744,89230,211814
North Macedonia,MKD,2012,1005657,194158,458612,95586,175808
North Macedonia,MKD,2013,1009247,211730,470308,89517,141914
North Macedonia,MKD,2014,1124781,171552,419828,77828,123568
North Macedonia,MKD,2015,1151424,179990,387634,59426,133956
North Macedonia,MKD,2016,1248747,142348,330913,75861,108444
North Macedonia,MKD,2017,1290193,139174,294587,67624,107079
North Macedonia,MKD,2018,1307825,152582,294240,53553,80851
North Macedonia,MKD,2019,1351434,140223,244841,65833,73931
Norway,NOR,1979,4003284,16290,36653,4072,12218
Norway,NOR,1986,4142350,4167,12502,0,8335
Norway,NOR,1991,4227638,4262,12785,0,17047
Norway,NOR,1995,4319951,4360,13077,4359,17437
Norway,NOR,2000,4459530,4491,13473,0,13473
Norway,NOR,2003,4540328,8087,5843,609,9988
Norway,NOR,2004,4554766,9494,13423,687,13540
Norway,NOR,2005,4593576,6182,10837,2891,9805
Norway,NOR,2006,4619890,8814,19495,4811,7667
Norway,NOR,2007,4681414,3035,11348,6088,7268
Norway,NOR,2008,4737573,7933,8678,2577,11451
Norway,NOR,2009,4804766,7575,10118,2069,4198
Norway,NOR,2010,4863188,6416,12266,0,7382
Norway,NOR,2011,4935518,5167,6038,0,6365
Norway,NOR,2012,4999381,551,9557,2702,6382
Norway,NOR,2013,5052890,4888,12372,1097,8376
Norway,NOR,2014,5113345,5827,10683,1576,5801
Norway,NOR,2015,5161586,6084,10178,1936,8823
Norway,NOR,2016,5185604,10564,16060,7599,14692
Norway,NOR,2017,5237158,6604,14985,2831,15390
Norway,NOR,2018,5283031,3027,10350,539,14969
Norway,NOR,2019,5315236,4131,15045,3300,10184
Norway,NOR,2020,5340963,9617,9224,3804,15867
Norway,NOR,2021,5378760,8506,10071,1776,9207
Norway,NOR,2022,5418878,2601,11612,7956,16080
Norway,NOR,2023,5497490,1819,7301,2114,10877
Pakistan,PAK,1987,1032514,809252,7501300,11025023,84762631
Pakistan,PAK,1990,1126211,842676,8781547,13503350,93854208
Pakistan,PAK,1996,3593475,2082858,31414969,39759971,63693175
Pakistan,PAK,1998,4960011,2872330,29517900,36499629,74694002
Pakistan,PAK,2001,2798518,2129598,27297352,38327738,90693514
Pakistan,PAK,2004,6620077,3592663,44381302,47926157,70849401
Pakistan,PAK,2005,6448596,3955162,44555234,50146869,72462091
Pakistan,PAK,2007,7680253,4334729,53999068,55780396,65201730
Pakistan,PAK,2010,9037372,5625830,71496919,61623395,53709044
Pakistan,PAK,2011,10851377,5978631,73985543,61544077,53346964
Pakistan,PAK,2013,12360178,8964067,86424624,59735920,45184523
Pakistan,PAK,2015,17300232,10277955,93196624,60952195,36987874
Pakistan,PAK,2018,16218478,10410197,99880916,64555587,37799718
Pakistan,PAK,2024,20328806,12443833,99350701,63289814,58226238
Palestine,PSE,2004,1840376,375232,872406,91879,56733
Palestine,PSE,2005,1906917,418419,839539,113707,41814
Palestine,PSE,2006,1999214,419009,870185,101781,16145
Palestine,PSE,2007,1842888,409175,991912,148226,102295
Palestine,PSE,2009,2272715,461197,870096,62588,22503
Palestine,PSE,2010,2342952,422001,906997,89689,24522
Palestine,PSE,2011,2432102,453605,885611,97130,14538
Palestine,PSE,2016,2697861,507283,1030785,135877,61070
Palestine,PSE,2023,3129325,559824,1163160,206363,107103
Panama,PAN,1979,771521,149254,502720,188937,299120
Panama,PAN,1989,793200,171848,511687,211407,715678
Panama,PAN,1991,885267,138499,601189,202990,680320
Panama,PAN,1995,1186291,205669,572013,185248,575336
Panama,PAN,1997,1221789,205646,649226,195311,564723
Panama,PAN,1998,1225042,216837,668062,211874,572099
Panama,PAN,1999,1319163,223796,678045,207886,522932
Panama,PAN,2000,1396004,221083,686757,214477,492048
Panama,PAN,2001,1310598,205582,687709,227669,637979
Panama,PAN,2002,1410392,220319,706015,254047,538571
Panama,PAN,2003,1472856,224059,732118,224994,535780
Panama,PAN,2004,1553521,223302,731994,236989,505349
Panama,PAN,2005,1579959,257204,739334,254748,481781
Panama,PAN,2006,1608850,264553,754381,216724,530516
Panama,PAN,2007,1782154,238402,753934,217084,445916
Panama,PAN,2008,2082811,254950,664166,183605,315116
Panama,PAN,2009,2136953,277903,710863,201785,236877
Panama,PAN,2010,2253826,278600,615035,203179,277895
Panama,PAN,2011,2457338,235266,604049,172242,224610
Panama,PAN,2012,2501490,256633,554323,167186,279624
Panama,PAN,2013,2576299,254414,609670,158567,226379
Panama,PAN,2014,2705856,237151,544234,156546,248314
Panama,PAN,2015,2859499,230819,518993,161257,189467
Panama,PAN,2016,2971692,225901,483226,154951,193316
Panama,PAN,2017,3044158,206616,527664,144985,175284
Panama,PAN,2018,3199458,198978,491842,121433,156149
Panama,PAN,2019,3260894,220760,483724,145849,123473
Panama,PAN,2021,3216772,247089,590538,147586,143420
Panama,PAN,2023,3327737,247367,562817,154421,166417
Panama,PAN,2024,3374724,246882,586670,166152,141149
Papua New Guinea,PNG,1996,204683,173622,734172,677894,3022990
Papua New Guinea,PNG,2009,371594,226624,1712521,1301487,3946359
Paraguay,PRY,1990,2438654,433382,872425,188506,102780
Paraguay,PRY,1995,2010534,309961,1070861,350132,838318
Paraguay,PRY,1997,2413447,319378,967638,379177,714772
Paraguay,PRY,1999,2282525,374990,1232056,361300,752264
Paraguay,PRY,2001,2376070,459394,1229499,423921,698805
Paraguay,PRY,2002,1867301,369065,1427032,567391,1030539
Paraguay,PRY,2003,2149578,440937,1516817,482570,736534
Paraguay,PRY,2004,2231687,447335,1626482,505116,577555
Paraguay,PRY,2005,2388800,526894,1567549,417193,547661
Paraguay,PRY,2006,2262971,468604,1541333,457289,774951
Paraguay,PRY,2007,2459283,489350,1558658,353771,698324
Paraguay,PRY,2008,2647862,503630,1537816,480055,444211
Paraguay,PRY,2009,2776346,504521,1395549,477092,517728
Paraguay,PRY,2010,2970242,483887,1364429,381066,538347
Paraguay,PRY,2011,3195451,409730,1346395,343029,520021
Paraguay,PRY,2012,3450521,485233,1260649,320965,379640
Paraguay,PRY,2013,3761915,498762,1214563,261156,246049
Paraguay,PRY,2014,3897651,454384,1155232,303558,258986
Paraguay,PRY,2015,3931569,531475,1156597,280092,259370
Paraguay,PRY,2016,3844812,545811,1318604,279359,260540
Paraguay,PRY,2017,4059036,573347,1287524,268205,150548
Paraguay,PRY,2018,4266210,536808,1180055,246801,197508
Paraguay,PRY,2019,4396955,492366,1204163,262353,159221
Paraguay,PRY,2020,4155789,604313,1414169,260734,168734
Paraguay,PRY,2021,4267273,613468,1428498,250651,124292
Paraguay,PRY,2022,4420178,594390,1260106,267274,218516
Paraguay,PRY,2023,4717137,566864,1164023,232346,163776
Paraguay,PRY,2024,4933496,576934,1105501,167340,145882
Peru,PER,1997,6973460,1735840,7040564,2734496,6789788
Peru,PER,1998,6845955,1838819,7466898,2968089,6618335
Peru,PER,1999,6922808,2013243,7210428,3153959,6886066
Peru,PER,2000,6850694,1757731,8084589,3111674,6793644
Peru,PER,2001,6577294,1952817,7733802,3313175,7387512
Peru,PER,2002,7616167,2072756,7693230,3249763,6656300
Peru,PER,2003,7880306,2050311,8101119,3355078,6193676
Peru,PER,2004,7762599,2179434,8223727,3127742,6558688
Peru,PER,2005,7388952,2107071,8173513,3300911,7130733
Peru,PER,2006,8923449,2235450,8004279,2973189,6188125
Peru,PER,2007,10368653,2407743,7778296,2585614,5390394
Peru,PER,2008,11551306,2549025,7629112,2449430,4540167
Peru,PER,2009,12072613,2622934,7808644,2441473,3951148
Peru,PER,2010,13178351,2619101,7640092,2390678,3257798
Peru,PER,2011,14152472,2716221,7252070,2153302,3030021
Peru,PER,2012,15122864,2652298,7008625,1951245,2815334
Peru,PER,2013,15413335,2693464,7131039,2010802,2569280
Peru,PER,2014,15818941,2856172,7104134,1929327,2407252
Peru,PER,2015,15994711,3032749,7163603,1842702,2423835
Peru,PER,2016,16709186,2932841,7010617,1908330,2305520
Peru,PER,2017,16804769,2830083,7404742,1993939,2291103
Peru,PER,2018,17686357,2985000,7448713,1839656,1937858
Peru,PER,2019,18427035,3121671,7424795,1717294,1758509
Peru,PER,2020,13846319,3199003,9590318,2817888,3385052
Peru,PER,2021,16580490,3490405,9381047,1983201,1720739
Peru,PER,2022,17190139,3624131,9095642,1945039,1620487
Peru,PER,2023,17464793,3426040,8996147,1968941,1989695
Peru,PER,2024,18431310,3398532,8742934,1886082,1758990
Philippines,PHL,1985,4108951,1937979,14551940,10685373,23928765
Philippines,PHL,1988,5190312,2530155,16040272,11485631,24492682
Philippines,PHL,1991,6680302,2736247,17364536,11438793,26162370
Philippines,PHL,1994,7467197,3103795,19370265,12330986,26747045
Philippines,PHL,1997,11916870,4318012,22070601,12892382,22710943
Philippines,PHL,2000,11656544,4372179,25038553,15636859,22921265
Philippines,PHL,2003,13194057,5055991,27937097,16296395,22248292
Philippines,PHL,2006,14930629,5391421,27573264,16678448,24935222
Philippines,PHL,2009,16444464,6186159,31778467,17853138,22122020
Philippines,PHL,2012,17240803,6267323,32824281,18861811,24981294
Philippines,PHL,2015,20244390,7681397,37689925,19752209,19945071
Philippines,PHL,2018,22160834,9013933,44110622,19500735,14679164
Philippines,PHL,2021,19709271,8689334,46041590,20908720,17752037
Philippines,PHL,2023,20480009,9547577,51161337,20453331,13248946
Poland,POL,1985,29825494,3189318,4187072,0,0
Poland,POL,1986,29140861,3033946,4569647,486929,224737
Poland,POL,1987,30436156,3158842,4073046,0,0
Poland,POL,1989,35240446,1491888,1229194,0,0
Poland,POL,1992,31343117,3260912,3414366,268546,76727
Poland,POL,1995,25048155,3898095,7526025,1119255,1003470
Poland,POL,1999,29807070,3092821,4909855,502584,347942
Poland,POL,2004,28284082,2781250,5134473,894641,1087778
Poland,POL,2005,29916491,2606481,4498935,617333,526204
Poland,POL,2006,31695447,2219043,3471996,399622,355160
Poland,POL,2007,33521988,1913964,2167314,295869,221425
Poland,POL,2008,34466700,1412115,1944277,179675,122993
Poland,POL,2009,34730444,1404055,1601138,205712,210255
Poland,POL,2010,34966923,1168086,1448578,242064,217141
Poland,POL,2011,34819852,1392637,1481783,155972,213012
Poland,POL,2012,34749094,1378923,1631959,140519,162669
Poland,POL,2013,34924691,1254055,1488977,156260,216213
Poland,POL,2014,35216053,998114,1344480,237845,215244
Poland,POL,2015,35619800,874743,1163907,129046,198916
Poland,POL,2016,36409879,522560,797197,103359,137093
Poland,POL,2017,36728957,446916,571236,67012,160703
Poland,POL,2018,36871690,435934,512415,38505,116208
Poland,POL,2019,37349820,235417,301386,39953,38900
Poland,POL,2020,36867563,203878,318812,54565,70930
Poland,POL,2021,36385489,184101,335151,34551,42268
Poland,POL,2022,36104135,177465,350090,70787,119271
Poland,POL,2023,36175919,113092,243106,65671,89564
Portugal,PRT,2003,9614053,333802,346106,51631,113229
Portugal,PRT,2004,9682743,358604,330654,42154,69706
Portugal,PRT,2005,9820330,274848,288568,45603,73981
Portugal,PRT,2006,9862151,270915,324402,46365,18455
Portugal,PRT,2007,10013623,207272,229415,27868,64786
Portugal,PRT,2008,9985960,181372,295286,58829,36730
Portugal,PRT,2009,10069423,183556,263419,33847,18002
Portugal,PRT,2010,10025673,216375,267351,40475,23226
Portugal,PRT,2011,9817419,238611,401250,34446,65834
Portugal,PRT,2012,9586794,244235,513946,77087,92782
Portugal,PRT,2013,9465389,273144,510710,98909,109143
Portugal,PRT,2014,9495046,294802,449221,81208,80785
Portugal,PRT,2015,9622539,276095,325597,58204,75641
Portugal,PRT,2016,9668887,197264,376979,39981,42341
Portugal,PRT,2017,9816673,172081,235018,31121,45407
Portugal,PRT,2018,9855173,150830,205126,33369,39324
Portugal,PRT,2019,9938205,148287,168441,12309,19021
Portugal,PRT,2020,9825309,169743,196039,40420,65570
Portugal,PRT,2021,10037285,123770,158334,8514,33928
Portugal,PRT,2022,9966686,170284,258587,15324,23451
Portugal,PRT,2023,10235702,114457,155654,28645,43716
Qatar,QAT,2017,2563277,0,0,0,0
Romania,ROU,1989,20598874,1185867,1376717,0,0
Romania,ROU,1992,14276744,2948440,4983287,585813,0
Romania,ROU,1994,1592933,1231068,10831401,4889723,4185087
Romania,ROU,1995,9345919,3266535,7939495,1338372,793949
Romania,ROU,1997,7645798,3383098,9066698,1511117,947267
Romania,ROU,2006,9094262,2320005,5908554,1523725,2347214
Romania,ROU,2007,10165593,2394605,5346440,1275787,1700557
Romania,ROU,2008,11662865,2164636,4513821,954899,1241655
Romania,ROU,2009,11924881,2069631,4306976,977291,1088709
Romania,ROU,2010,11395228,2041212,4489200,1047452,1273780
Romania,ROU,2011,10521895,2210598,4795639,1185484,1433912
Romania,ROU,2012,10658819,1997313,4664536,1058873,1678495
Romania,ROU,2013,10908868,1795936,4189499,1341952,1747437
Romania,ROU,2014,11432041,1973109,3687837,1046896,1769097
Romania,ROU,2015,12039792,1660571,3554069,1055248,1505936
Romania,ROU,2016,13476508,1490226,2941852,764758,1028924
Romania,ROU,2017,14859872,1225576,2166924,377425,958919
Romania,ROU,2018,15735065,947068,1646113,417738,727986
Romania,ROU,2019,16198486,872157,1366989,334956,599060
Romania,ROU,2020,16571639,622054,1291101,312454,468002
Romania,ROU,2021,17221104,433895,900872,178206,387983
Romania,ROU,2022,16786959,621663,1114999,248143,276738
Romania,ROU,2023,17774835,315282,726717,110772,133456
Russia,RUS,1993,82217959,13056949,34141068,9807187,9235621
Russia,RUS,1996,82591863,13035128,32885623,9089624,10557890
Russia,RUS,1997,84396418,15926600,36828979,6727406,4035957
Russia,RUS,1998,75452537,15628309,41929038,8754945,5905955
Russia,RUS,1999,57104105,15533105,50579647,13371823,10626104
Russia,RUS,2000,64415547,16151709,47533963,10981758,7513887
Russia,RUS,2001,73901136,16057115,43468444,7901594,4648191
Russia,RUS,2002,81097125,16109967,38901388,6243215,2954801
Russia,RUS,2003,84705827,15001595,35844722,6017196,3079284
Russia,RUS,2004,89555024,14522677,32225517,5150533,2613561
Russia,RUS,2005,95295019,13852813,28227564,4112581,2030839
Russia,RUS,2006,102054998,12279956,24283114,3128480,1303084
Russia,RUS,2007,110227169,10855235,18976417,2109999,636300
Russia,RUS,2008,118528603,9032987,13963713,955310,261755
Russia,RUS,2009,118552186,9525758,13556886,921111,229403
Russia,RUS,2010,123033663,8201379,10577610,762131,274689
Russia,RUS,2011,125357653,7475259,9460148,586117,139015
Russia,RUS,2012,127389726,6833936,8466036,554627,134123
Russia,RUS,2013,128946447,6627058,7650820,496844,84463
Russia,RUS,2014,129802897,6468409,7534926,352449,78535
Russia,RUS,2015,128647062,7031710,8408727,425310,127911
Russia,RUS,2016,128178179,7551894,8786121,406506,92756
Russia,RUS,2017,128530155,7755826,8449083,411200,147000
Russia,RUS,2018,129921133,7133818,7845603,359093,138465
Russia,RUS,2019,131438321,6844805,6787810,271302,111058
Russia,RUS,2020,131665557,6681057,6522776,315223,60539
Rwanda,RWA,2000,229917,71118,545675,610937,6784086
Rwanda,RWA,2005,399832,119862,943495,923871,6851006
Rwanda,RWA,2010,455210,162722,1200032,1323997,7388221
Rwanda,RWA,2013,515984,205187,1524971,1680549,7370212
Rwanda,RWA,2016,558287,269137,1767193,1793658,7748723
Rwanda,RWA,2023,1026953,421823,3912326,3356792,5469191
Rwanda (rural),,1984,55007,45032,565231,897277,4339426
Saint Lucia,LCA,1995,12092,5865,41780,26929,61542
Saint Lucia,LCA,2015,124933,11091,22943,5279,11237
Samoa,WSM,2002,68391,20602,67890,16726,10862
Samoa,WSM,2008,73164,22612,70904,16312,7115
Samoa,WSM,2013,76380,24242,75162,14066,8860
Sao Tome and Principe,STP,2000,20265,11347,60833,27666,25085
Sao Tome and Principe,STP,2010,18380,12481,78599,37891,34451
Sao Tome and Principe,STP,2017,43423,18708,81798,36122,26919
Senegal,SEN,1991,239262,99032,761705,713787,6185626
Senegal,SEN,1994,181614,93765,964261,1177971,6280395
Senegal,SEN,2001,328775,163928,1585955,1637023,6575775
Senegal,SEN,2005,482702,275073,2529840,2027051,6132504
Senegal,SEN,2011,726307,321599,2648225,2404920,6959809
Senegal,SEN,2018,2488630,1030576,6395147,3129800,3089557
Senegal,SEN,2021,2456348,1296644,7231980,3406344,3135018
Serbia,SRB,2012,4480801,620402,1323411,262268,514615
Serbia,SRB,2013,4240352,557996,1454431,352304,561470
Serbia,SRB,2014,4144542,642866,1402352,308806,633221
Serbia,SRB,2015,4269269,572049,1380874,276476,596715
Serbia,SRB,2016,4448381,565566,1213809,259339,571227
Serbia,SRB,2017,4661684,521042,1133938,237587,466607
Serbia,SRB,2018,5056183,477718,1003513,155132,290058
Serbia,SRB,2019,5498102,399264,758505,100157,189207
Serbia,SRB,2020,5634493,393597,651218,79311,140507
Serbia,SRB,2021,5817267,375352,457619,68156,115932
Serbia,SRB,2022,5662802,318112,469943,77699,135893
Serbia,SRB,2023,5788287,235566,463126,63734,72470
Seychelles,SYC,1999,59300,7284,11428,1423,1422
Seychelles,SYC,2006,57896,7559,16545,2267,519
Seychelles,SYC,2013,73895,5228,7631,1777,1418
Seychelles,SYC,2018,84264,4396,6789,730,652
Sierra Leone,SLE,2003,149092,75344,617921,601352,3778485
Sierra Leone,SLE,2011,211454,151360,1340492,1254146,3429799
Sierra Leone,SLE,2018,408427,234179,2000658,1777273,3134026
Slovakia,SVK,1992,4854090,275860,169761,0,5305
Slovakia,SVK,1996,4567357,300908,360015,48361,96720
Slovakia,SVK,2004,4551938,272936,489940,46599,10867
Slovakia,SVK,2005,4796838,229841,291136,41329,13663
Slovakia,SVK,2006,4985203,161646,180790,28205,17210
Slovakia,SVK,2007,5044506,124425,151828,23293,30570
Slovakia,SVK,2008,5026859,106082,183792,34697,27803
Slovakia,SVK,2009,5042634,97565,188804,24580,32823
Slovakia,SVK,2010,5041341,103535,184349,30052,32151
Slovakia,SVK,2011,5112339,98178,141757,13410,32700
Slovakia,SVK,2012,5030745,107222,210761,31565,27286
Slovakia,SVK,2013,5030353,112090,194330,52817,23803
Slovakia,SVK,2014,5001141,133690,180804,54821,48193
Slovakia,SVK,2015,5050227,101831,202822,25646,43275
Slovakia,SVK,2016,5090820,77843,143504,34790,83841
Slovakia,SVK,2017,5178255,98903,90659,40076,31339
Slovakia,SVK,2018,5168787,69305,135911,45086,27682
Slovakia,SVK,2019,5237169,78216,110360,15771,12631
Slovakia,SVK,2020,5191639,141876,99057,10150,16105
Slovakia,SVK,2021,5218369,76062,107071,27005,18740
Slovakia,SVK,2022,4988164,84271,266700,54831,37786
Slovakia,SVK,2023,5058180,146959,179046,18019,24536
Slovenia,SVN,1987,1989776,0,0,0,0
Slovenia,SVN,1993,1928867,62879,0,0,0
Slovenia,SVN,1997,1944251,19859,17874,1986,1986
Slovenia,SVN,1999,1935452,23796,19831,0,3966
Slovenia,SVN,2004,1975741,9115,8673,1223,2260
Slovenia,SVN,2005,1982045,6378,8326,1235,2490
Slovenia,SVN,2006,1994042,3504,7321,416,1585
Slovenia,SVN,2007,2005228,7274,3930,976,714
Slovenia,SVN,2008,2010750,5954,4612,0,0
Slovenia,SVN,2009,2028163,6018,5161,0,327
Slovenia,SVN,2010,2042144,2640,3611,0,188
Slovenia,SVN,2011,2042425,3702,6252,464,0
Slovenia,SVN,2012,2039389,7876,8932,422,540
Slovenia,SVN,2013,2037529,10680,10700,596,448
Slovenia,SVN,2014,2046440,9090,5472,978,0
Slovenia,SVN,2015,2046795,8977,7659,0,100
Slovenia,SVN,2016,2054998,3934,5871,239,0
Slovenia,SVN,2017,2059325,4440,2623,0,0
Slovenia,SVN,2018,2067445,2782,3667,0,0
Slovenia,SVN,2019,2082544,2858,2657,326,0
Slovenia,SVN,2020,2097472,3653,1294,0,0
Slovenia,SVN,2021,2101964,3164,2951,0,0
Slovenia,SVN,2022,2106211,2021,2555,1289,0
Slovenia,SVN,2023,2115423,3558,978,502,0
Solomon Islands,SLB,2005,23804,12493,81345,66633,303062
Solomon Islands,SLB,2012,34986,19759,164152,133601,237966
South Africa,ZAF,1993,8841712,1829737,8386226,4921157,19318324
South Africa,ZAF,2000,8282172,1926607,9101419,5414336,22740494
South Africa,ZAF,2005,10778308,1628734,9892401,7048243,20142346
South Africa,ZAF,2008,13003324,2181677,10550317,6722732,19067874
South Africa,ZAF,2010,15548947,2729550,12483501,7009722,14572332
South Africa,ZAF,2014,16602020,2811346,13525067,7820792,15772435
South Africa,ZAF,2022,21403007,4074465,18558796,8051171,10999849
South Asia (WB),WB_SA,1990,17474302,13606827,200577017,278277152,503361726
South Asia (WB),WB_SA,1991,16869436,13765103,205966522,284760660,513696455
South Asia (WB),WB_SA,1992,16970248,14241939,215122205,293407406,517332762
South Asia (WB),WB_SA,1993,17486146,15014381,226027856,301259713,519468224
South Asia (WB),WB_SA,1994,18641146,16210847,235615289,308304814,522533376
South Asia (WB),WB_SA,1995,20625824,17484079,241754096,314351571,529299950
South Asia (WB),WB_SA,1996,22428824,18244142,247863865,321227733,536234028
South Asia (WB),WB_SA,1997,23932178,19046122,254009418,325534506,546103696
South Asia (WB),WB_SA,1998,25406368,19913770,260007207,330353046,555725561
South Asia (WB),WB_SA,1999,27185784,20790517,267628491,336806873,561852143
South Asia (WB),WB_SA,2000,28833419,21555083,274066657,342316763,570413614
South Asia (WB),WB_SA,2001,30301322,22153610,279505215,348192552,579996293
South Asia (WB),WB_SA,2002,32027207,22743743,285174177,352923706,589715999
South Asia (WB),WB_SA,2003,34074704,23814128,292797311,359047987,594613646
South Asia (WB),WB_SA,2004,36303565,25018153,302368482,365755012,596505380
South Asia (WB),WB_SA,2005,38957166,26992855,319270265,377818567,583847547
South Asia (WB),WB_SA,2006,41649904,29849886,344482033,394485020,556720485
South Asia (WB),WB_SA,2007,44980747,32151567,371408342,409821850,528586998
South Asia (WB),WB_SA,2008,46726642,33910550,387605245,419812671,517991996
South Asia (WB),WB_SA,2009,49991900,35879583,413299034,432879547,493320176
South Asia (WB),WB_SA,2010,58815525,40625556,461961737,444291198,439273024
South Asia (WB),WB_SA,2011,69887651,47385901,503494258,440124147,403480651
South Asia (WB),WB_SA,2012,78153508,52579548,539066726,439411439,374341803
South Asia (WB),WB_SA,2013,84272162,56622766,576775676,441824843,342166505
South Asia (WB),WB_SA,2014,92005663,61830761,621874206,439698473,304430129
South Asia (WB),WB_SA,2015,101268199,68879745,671627137,432275314,263319717
South Asia (WB),WB_SA,2016,112836244,77744949,722602314,418462135,223466166
South Asia (WB),WB_SA,2017,126480211,87741050,771099052,399341919,187858216
South Asia (WB),WB_SA,2018,141277355,98323479,816322458,375216868,158024512
South Asia (WB),WB_SA,2019,150626889,105995988,847852545,361047214,139890356
South Asia (WB),WB_SA,2020,142901429,102680929,846448810,376821208,152221032
South Asia (WB),WB_SA,2021,157507992,113187432,881898516,353529851,128661617
South Asia (WB),WB_SA,2022,178227532,128950253,921743222,318079163,101009430
South Asia (WB),WB_SA,2023,204623411,147088774,954818963,278307048,77742412
South Asia (WB),WB_SA,2024,232398906,162732303,974089984,244725267,63438116
South Asia (WB),WB_SA,2025,261656063,178052258,983793808,216830481,52191934
South Asia (WB),WB_SA,2026,292978545,194307939,986624859,190730596,42898797
South Korea,KOR,2006,46452322,678136,968766,96877,242191
South Korea,KOR,2008,47190629,735821,784875,98109,245274
South Korea,KOR,2010,47671056,495541,941528,198216,247771
South Korea,KOR,2012,48442857,652598,702798,150600,250999
South Korea,KOR,2014,49376500,405973,659707,152240,152240
South Korea,KOR,2016,50142230,358525,512178,102435,102436
South Korea,KOR,2017,50386036,308171,462257,102724,102724
South Korea,KOR,2018,50862865,257926,309510,51585,103170
South Korea,KOR,2019,51298941,155294,207059,0,103530
South Korea,KOR,2020,51473386,103673,155509,51836,51836
South Korea,KOR,2021,51355384,155308,155309,51769,51770
South Sudan,SSD,2009,965220,429693,2374427,1325973,4148243
South Sudan,SSD,2016,153521,101400,1013679,1209109,8066919
Spain,ESP,1980,32204910,1874558,2736855,374912,299929
Spain,ESP,1985,33160719,1731128,3077561,307756,192348
Spain,ESP,1990,36613016,855081,1049417,116602,233204
Spain,ESP,1993,36605976,787225,1141476,275529,551058
Spain,ESP,1994,36701572,790982,1265572,276844,514138
Spain,ESP,1995,36705020,873929,1350618,158896,635585
Spain,ESP,1996,36339655,957357,1795043,159559,638238
Spain,ESP,1997,37293428,721033,1402009,240344,400574
Spain,ESP,1998,38212333,643576,884917,40223,442459
Spain,ESP,1999,38771401,484642,686577,161548,282708
Spain,ESP,2000,38985717,446247,649086,121703,365111
Spain,ESP,2003,40806690,358837,517251,121699,383167
Spain,ESP,2004,41359762,395011,616657,114401,436065
Spain,ESP,2005,42090241,358753,727081,103075,374006
Spain,ESP,2006,42546576,461612,886141,110418,392573
Spain,ESP,2007,44027090,322616,558358,65882,252858
Spain,ESP,2008,44690379,293958,554685,158322,256760
Spain,ESP,2009,44745956,378170,731337,106443,401038
Spain,ESP,2010,44769801,369709,941001,147285,349100
Spain,ESP,2011,44650545,523112,795470,170480,603089
Spain,ESP,2012,44378683,673196,978968,265555,476654
Spain,ESP,2013,44000226,624914,1169595,199363,610098
Spain,ESP,2014,43521184,938744,1306553,254019,440232
Spain,ESP,2015,44063023,574935,1081512,213361,489473
Spain,ESP,2016,44036929,546745,1085757,185135,603574
Spain,ESP,2017,44684749,525749,843333,129304,388097
Spain,ESP,2018,44863528,427154,910546,123559,457225
Spain,ESP,2019,45272317,469194,813588,142068,421333
Spain,ESP,2020,45316952,434039,898922,190052,519459
Spain,ESP,2021,46011136,392546,617742,110315,312081
Spain,ESP,2022,46263857,377031,661308,108678,375230
Spain,ESP,2023,46908266,350503,627177,73278,393304
Sri Lanka,LKA,1985,1029645,632958,5755534,3735260,4390757
Sri Lanka,LKA,1990,1170461,647416,6291979,4467858,3836192
Sri Lanka,LKA,1995,1830353,912114,6479294,4428125,4084658
Sri Lanka,LKA,2002,3022333,1153395,7213316,4315335,4101373
Sri Lanka,LKA,2006,4110633,1562867,8583290,3682176,2483512
Sri Lanka,LKA,2009,4222942,1838660,9725270,3405835,1625055
Sri Lanka,LKA,2012,5317573,2011489,9354022,2865910,1328234
Sri Lanka,LKA,2016,6839713,2360064,9021933,2178662,808628
Sri Lanka,LKA,2019,7567841,2610748,9115022,1919519,589870
Sub-Saharan Africa (WB),WB_SSA,1990,35761040,13704711,86878588,64351569,320618812
Sub-Saharan Africa (WB),WB_SSA,1991,35709098,13731047,86597801,63432790,336150928
Sub-Saharan Africa (WB),WB_SSA,1992,35290854,13857336,86022345,63771642,351331935
Sub-Saharan Africa (WB),WB_SSA,1993,33499986,13505360,87450669,66053445,365061292
Sub-Saharan Africa (WB),WB_SSA,1994,34050783,13591428,89818613,68093293,375247803
Sub-Saharan Africa (WB),WB_SSA,1995,35914284,13962602,92526326,69625783,384353277
Sub-Saharan Africa (WB),WB_SSA,1996,38197947,14689642,95309755,73195845,391160795
Sub-Saharan Africa (WB),WB_SSA,1997,39663947,15280722,97931037,76814085,399164033
Sub-Saharan Africa (WB),WB_SSA,1998,39828212,15548742,100442162,80380398,409604070
Sub-Saharan Africa (WB),WB_SSA,1999,39560410,15974975,103759576,85345482,418616773
Sub-Saharan Africa (WB),WB_SSA,2000,40211117,16510565,109074875,90077221,425251342
Sub-Saharan Africa (WB),WB_SSA,2001,42046706,17504502,115956830,95613396,428467174
